arrival_vessels_24h,port_capacity_utilization,visibility_km,wind_speed_knots,queue_length,arrival_hour,vessel_type,is_monsoon_season,day_of_week,delay_minutes,congestion_label,congestion_level,confidence_score
41,0.6879,18.93,36.17,13,22,2,1,0,390.4,1,2,0.7466
18,0.9208,16.28,19.2,13,2,2,0,4,336.08,1,2,0.6937
34,0.4345,4.43,44.3,1,6,0,1,2,299.29,1,1,0.6578
39,0.2111,8.72,12.23,12,10,0,0,3,252.67,1,1,0.6124
25,0.671,7.76,28.64,0,16,2,0,4,259.7,1,1,0.6192
41,0.7199,16.03,8.59,1,14,0,0,6,228.37,0,1,0.6113
9,0.5888,10.69,34.35,1,18,0,1,6,257.49,1,1,0.6171
23,0.2758,3.43,44.79,14,10,0,0,6,331.63,1,2,0.6893
18,0.5288,15.04,37.77,4,14,2,0,0,255.21,1,1,0.6148
30,0.3654,8.54,27.23,8,14,1,0,0,228.0,0,1,0.6117
8,0.4633,6.0,24.39,0,5,0,0,6,228.15,0,1,0.6116
29,0.6484,8.13,38.4,3,14,0,1,6,326.62,1,2,0.6845
49,0.7334,10.46,42.44,9,8,2,0,6,405.05,1,2,0.7609
46,0.2974,7.52,44.57,6,4,1,0,3,311.37,1,2,0.6696
29,0.4445,5.6,20.86,10,18,1,0,3,248.28,1,1,0.6081
22,0.3288,8.57,44.64,13,23,0,0,1,295.89,1,1,0.6545
44,0.2688,1.36,11.24,9,4,1,0,5,318.25,1,2,0.6763
12,0.7659,15.68,15.14,2,21,0,0,4,182.21,0,1,0.6563
43,0.8729,4.25,8.56,7,12,1,0,3,288.6,1,1,0.6474
44,0.4147,1.83,15.87,2,17,0,0,1,247.0,1,1,0.6068
18,0.7386,13.42,35.72,7,19,0,1,2,297.37,1,1,0.6559
36,0.8624,15.7,39.12,12,16,1,1,6,379.84,1,2,0.7363
42,0.8192,16.46,36.16,1,14,2,0,0,294.15,1,1,0.6528
37,0.2554,10.38,30.24,4,13,0,0,4,237.35,0,1,0.6026
27,0.9128,4.9,25.56,3,15,0,0,5,304.65,1,2,0.663
19,0.4202,15.01,33.35,10,3,1,0,2,254.14,1,1,0.6138
37,0.3884,14.29,20.63,8,16,1,0,4,233.28,0,1,0.6065
29,0.1531,5.68,38.65,2,19,1,0,4,201.66,0,1,0.6374
21,0.5132,18.16,32.09,11,13,1,1,3,264.8,1,1,0.6242
37,0.1927,2.98,32.91,10,17,0,0,1,278.33,1,1,0.6374
6,0.3113,19.67,26.44,4,5,1,0,4,159.54,0,1,0.6784
18,0.3694,17.34,40.41,9,21,0,0,5,248.66,1,1,0.6084
44,0.7875,14.07,15.08,8,7,2,0,2,300.39,1,2,0.6589
44,0.8442,18.84,20.25,12,8,1,0,5,304.97,1,2,0.6633
43,0.3571,14.72,36.11,5,23,1,0,4,229.32,0,1,0.6104
10,0.8299,4.62,24.71,1,0,0,1,5,285.32,1,1,0.6442
10,0.8286,9.4,40.57,0,12,0,0,5,249.38,1,1,0.6091
7,0.75,2.36,18.86,11,2,1,0,6,308.83,1,2,0.6671
11,0.2247,8.4,19.77,10,5,0,0,1,223.23,0,1,0.6163
12,0.6868,15.09,40.55,0,16,2,0,0,229.32,0,1,0.6104
46,0.9033,8.34,23.57,6,7,1,1,4,348.08,1,2,0.7054
19,0.6802,7.28,25.64,13,5,0,0,2,319.94,1,2,0.6779
33,0.3819,12.31,18.31,11,15,0,0,6,273.39,1,1,0.6326
37,0.5255,17.57,16.07,1,0,1,0,6,199.6,0,1,0.6394
34,0.6489,1.9,31.24,6,9,0,0,0,305.76,1,2,0.6641
43,0.534,8.32,9.79,0,17,1,1,5,262.27,1,1,0.6217
31,0.202,4.01,40.17,3,21,1,0,0,231.32,0,1,0.6085
40,0.3653,14.21,36.17,9,13,0,0,3,272.03,1,1,0.6312
33,0.782,3.01,12.63,14,23,1,0,3,307.93,1,2,0.6662
42,0.8322,13.63,32.76,14,4,1,0,4,368.67,1,2,0.7255
37,0.2167,6.44,29.11,12,16,2,0,6,339.56,1,2,0.6971
41,0.9095,4.78,12.38,10,13,1,0,2,314.27,1,2,0.6724
31,0.3795,18.79,15.93,3,17,1,0,3,163.99,0,1,0.6741
37,0.663,1.35,21.36,14,3,0,1,5,438.09,1,2,0.7931
8,0.7391,9.32,32.97,4,19,0,0,1,227.7,0,1,0.612
26,0.7902,1.41,30.55,13,22,0,0,1,347.41,1,2,0.7047
6,0.9039,10.19,26.29,13,1,1,0,5,320.27,1,2,0.6783
14,0.366,10.52,35.74,9,6,0,0,0,234.74,0,1,0.6051
9,0.8297,7.11,35.32,14,6,1,0,5,305.62,1,2,0.664
14,0.2119,3.51,29.71,14,6,0,0,0,258.85,1,1,0.6184
37,0.6993,8.15,36.48,0,12,1,0,0,261.81,1,1,0.6213
42,0.7307,13.77,18.37,6,18,1,0,1,245.37,1,1,0.6052
17,0.6761,15.87,40.25,10,21,1,0,3,259.39,1,1,0.6189
35,0.3145,11.08,29.6,1,5,2,0,5,297.19,1,1,0.6558
40,0.8421,12.21,37.89,11,19,1,0,3,316.94,1,2,0.675
49,0.2435,4.81,26.85,14,16,0,1,4,362.4,1,2,0.7193
28,0.1456,6.46,13.74,10,17,1,0,2,208.8,0,1,0.6304
19,0.7098,4.08,26.7,14,23,1,0,1,300.36,1,2,0.6588
33,0.5042,5.74,19.84,12,0,1,1,6,338.8,1,2,0.6963
12,0.8217,5.27,32.9,10,22,2,0,0,323.19,1,2,0.6811
9,0.4259,10.87,24.03,12,12,0,0,2,232.95,0,1,0.6069
33,0.243,11.69,38.44,1,18,2,0,0,243.33,1,1,0.6032
8,0.811,18.95,32.12,7,15,0,0,2,226.39,0,1,0.6133
16,0.5666,4.72,32.38,14,9,1,0,2,279.85,1,1,0.6389
49,0.2608,13.19,13.69,8,12,0,0,3,246.46,1,1,0.6063
6,0.7123,16.53,44.37,5,9,0,0,6,256.7,1,1,0.6163
31,0.5344,11.64,38.67,10,13,2,0,4,313.11,1,2,0.6713
35,0.6137,5.85,36.56,0,8,1,0,4,245.78,1,1,0.6056
40,0.4918,5.99,18.21,0,20,2,0,0,252.95,1,1,0.6126
40,0.8044,1.75,26.43,13,10,0,1,1,409.11,1,2,0.7649
30,0.8051,6.8,10.48,10,2,1,0,4,290.94,1,1,0.6497
47,0.703,15.15,26.54,6,7,1,0,1,266.82,1,1,0.6262
31,0.1896,1.9,10.84,7,11,0,0,0,235.04,0,1,0.6048
9,0.813,5.17,27.12,2,2,0,0,1,254.01,1,1,0.6137
24,0.6704,14.42,30.95,8,6,0,1,2,295.9,1,1,0.6545
15,0.6925,15.87,20.61,3,13,2,0,2,226.78,0,1,0.6129
14,0.4085,9.65,24.94,3,6,1,0,0,169.62,0,1,0.6686
44,0.8474,14.26,40.03,2,6,0,0,1,281.83,1,1,0.6408
42,0.7166,8.37,9.34,7,13,0,0,6,296.21,1,1,0.6548
10,0.1957,4.04,36.67,8,11,0,0,6,252.05,1,1,0.6117
12,0.4466,8.56,11.83,0,0,1,0,1,143.07,0,0,0.6945
27,0.8534,12.02,6.47,1,4,2,0,0,258.95,1,1,0.6185
30,0.1401,19.01,12.42,0,10,1,0,6,130.86,0,0,0.7064
47,0.9172,2.31,35.6,13,0,0,0,4,396.84,1,2,0.7529
16,0.6773,10.64,21.21,3,22,1,0,3,190.71,0,1,0.6481
30,0.6367,7.25,39.9,9,12,2,0,4,331.13,1,2,0.6888
17,0.33,10.66,25.99,6,23,1,0,5,210.54,0,1,0.6287
44,0.3115,1.46,5.89,13,22,2,0,3,318.75,1,2,0.6768
22,0.9007,6.95,33.67,6,16,0,0,1,287.59,1,1,0.6464
29,0.3535,16.58,9.41,11,2,1,0,3,223.07,0,1,0.6165
37,0.7592,11.52,36.58,5,9,1,0,6,304.12,1,2,0.6625
44,0.4342,9.56,11.72,12,18,1,0,3,260.38,1,1,0.6199
47,0.2184,6.42,18.82,10,6,1,0,1,261.7,1,1,0.6212
16,0.1091,6.66,35.45,4,19,0,0,2,195.12,0,1,0.6438
48,0.5626,8.28,43.17,10,2,0,0,3,382.13,1,2,0.7386
40,0.9294,16.88,19.86,3,21,2,0,6,317.6,1,2,0.6757
8,0.4138,19.38,38.18,11,11,0,0,6,238.64,0,1,0.6013
9,0.4036,9.33,12.63,12,21,2,1,0,272.85,1,1,0.632
41,0.3925,8.47,37.29,13,9,1,0,4,312.12,1,2,0.6703
12,0.5425,17.08,31.3,7,20,1,0,1,191.66,0,1,0.6471
46,0.4746,9.11,12.71,6,11,2,1,1,328.73,1,2,0.6865
32,0.8479,11.49,17.1,10,14,1,0,3,276.96,1,1,0.636
35,0.5297,5.39,10.27,10,5,1,0,2,287.78,1,1,0.6466
13,0.5316,15.13,20.32,9,18,0,0,2,208.3,0,1,0.6309
33,0.2176,11.11,13.15,0,4,2,0,4,222.33,0,1,0.6172
18,0.9353,16.37,30.76,5,19,1,1,4,275.19,1,1,0.6343
44,0.3125,15.83,44.78,13,1,1,0,6,339.41,1,2,0.6969
45,0.1624,5.09,5.48,1,20,1,1,2,212.59,0,1,0.6267
26,0.6637,14.6,26.64,3,18,0,0,5,243.3,1,1,0.6032
15,0.6061,16.2,27.95,4,18,2,1,2,274.17,1,1,0.6333
27,0.4529,7.58,41.57,7,3,0,0,2,303.14,1,2,0.6616
5,0.4589,4.28,25.24,5,19,0,1,3,237.73,0,1,0.6022
41,0.7673,1.05,26.75,10,4,0,0,6,396.7,1,2,0.7528
25,0.2664,9.57,23.87,1,6,0,0,0,179.34,0,1,0.6591
30,0.7972,7.7,15.76,4,3,1,0,4,271.27,1,1,0.6305
40,0.6514,11.54,7.24,14,10,0,0,5,327.18,1,2,0.685
27,0.4561,4.57,21.35,4,22,0,0,5,267.18,1,1,0.6265
5,0.4893,17.33,7.1,5,2,0,0,1,166.96,0,1,0.6712
44,0.3182,5.9,27.02,0,4,1,0,2,258.66,1,1,0.6182
19,0.7393,5.3,17.29,7,19,1,0,2,239.36,0,1,0.6006
25,0.5359,10.13,26.34,2,14,1,0,0,201.22,0,1,0.6378
13,0.3727,10.48,10.37,4,20,1,0,6,176.29,0,1,0.6621
13,0.6066,5.09,42.31,6,17,1,0,2,251.48,1,1,0.6112
14,0.9464,6.17,40.78,2,15,0,0,4,275.19,1,1,0.6343
30,0.47,4.22,12.6,13,15,2,0,5,329.8,1,2,0.6876
45,0.8826,14.65,18.74,9,9,0,0,2,307.02,1,2,0.6653
39,0.3933,15.63,29.54,14,0,0,1,0,335.02,1,2,0.6926
29,0.1465,9.78,8.83,12,22,1,0,3,198.2,0,1,0.6408
30,0.2736,14.57,19.18,14,10,1,0,4,222.07,0,1,0.6175
15,0.4559,14.98,15.04,5,16,2,0,3,195.78,0,1,0.6431
42,0.2867,3.63,41.62,4,23,0,0,1,277.61,1,1,0.6367
6,0.1002,19.36,39.1,6,14,1,0,0,143.71,0,0,0.6939
11,0.8778,16.6,28.19,9,6,1,0,1,223.72,0,1,0.6159
22,0.8173,4.89,25.81,14,5,0,0,1,347.97,1,2,0.7053
31,0.7309,4.54,42.23,10,14,0,0,5,357.31,1,2,0.7144
38,0.2426,3.39,42.3,2,14,1,0,1,235.58,0,1,0.6043
31,0.2023,3.63,43.77,12,6,0,0,1,293.13,1,1,0.6518
21,0.1575,15.22,10.02,13,2,0,0,0,214.93,0,1,0.6244
47,0.7154,9.92,11.42,1,13,0,1,3,286.26,1,1,0.6451
48,0.8895,15.88,32.07,3,8,0,1,2,343.23,1,2,0.7006
28,0.466,15.18,26.66,2,2,0,1,1,271.82,1,1,0.631
29,0.2013,12.49,5.74,14,5,0,1,5,324.15,1,2,0.682
11,0.5355,14.04,7.48,3,19,0,0,6,174.62,0,1,0.6637
10,0.3965,1.35,40.52,6,8,2,0,2,268.18,1,1,0.6275
28,0.4186,6.92,39.75,4,0,0,0,5,278.33,1,1,0.6374
37,0.6281,13.12,19.29,3,8,1,0,2,219.81,0,1,0.6197
33,0.7109,1.18,40.64,13,11,2,1,1,432.24,1,2,0.7874
47,0.194,1.63,28.75,14,3,2,0,4,394.03,1,2,0.7502
26,0.1303,17.19,37.24,5,15,0,0,6,210.3,0,1,0.629
30,0.9452,14.0,22.1,6,4,0,0,2,296.96,1,1,0.6555
32,0.2978,6.04,9.54,11,16,1,0,4,235.22,0,1,0.6047
25,0.1458,14.07,22.35,13,16,2,0,3,257.47,1,1,0.617
11,0.2614,16.06,23.29,10,5,0,0,2,209.69,0,1,0.6296
21,0.1331,6.83,27.04,4,14,0,1,0,229.78,0,1,0.61
24,0.433,1.68,9.22,11,0,2,0,5,302.12,1,2,0.6606
45,0.782,18.72,44.66,6,12,1,0,6,316.51,1,2,0.6746
24,0.3901,7.56,14.77,2,15,1,0,3,171.14,0,1,0.6671
26,0.4776,3.02,12.94,6,1,1,0,3,249.87,1,1,0.6096
32,0.6742,10.35,26.07,11,18,0,0,6,314.8,1,2,0.6729
44,0.5326,15.6,26.49,14,22,1,0,4,299.16,1,1,0.6577
11,0.8322,5.21,22.59,2,1,1,0,1,241.79,1,1,0.6017
5,0.8361,6.12,35.88,13,20,1,0,5,312.03,1,2,0.6702
36,0.1084,5.61,25.67,5,11,2,0,0,253.98,1,1,0.6136
17,0.7613,19.84,29.39,7,11,1,0,6,242.64,1,1,0.6026
34,0.4916,4.75,33.95,12,7,0,1,6,371.5,1,2,0.7282
27,0.9405,11.93,6.0,14,11,1,0,0,280.28,1,1,0.6393
23,0.5107,18.58,27.83,5,23,1,0,4,194.05,0,1,0.6448
36,0.9389,3.79,40.37,9,10,1,1,4,374.16,1,2,0.7308
34,0.7414,19.45,5.7,10,1,0,0,3,272.99,1,1,0.6322
33,0.3113,19.0,21.21,2,0,1,0,6,186.82,0,1,0.6518
49,0.5576,17.81,42.05,11,3,1,0,4,332.49,1,2,0.6902
33,0.9433,5.08,19.13,4,8,1,1,1,317.76,1,2,0.6758
34,0.8289,13.05,23.35,8,6,2,1,3,359.8,1,2,0.7168
20,0.1828,15.46,44.26,7,21,0,0,3,207.21,0,1,0.632
44,0.7004,19.73,12.97,5,9,0,0,3,236.36,0,1,0.6035
23,0.3937,4.43,7.61,8,19,1,0,0,200.7,0,1,0.6383
22,0.1059,15.55,39.38,1,13,2,1,5,259.58,1,1,0.6191
5,0.443,7.44,39.74,12,0,0,0,5,279.6,1,1,0.6386
18,0.2995,4.34,23.88,10,4,0,1,0,308.78,1,2,0.6671
6,0.796,9.01,25.57,8,12,2,0,3,271.44,1,1,0.6307
32,0.3867,16.08,38.43,9,5,2,0,1,311.79,1,2,0.67
34,0.8034,9.83,34.54,12,21,2,0,2,355.51,1,2,0.7126
42,0.1005,11.21,15.61,9,16,0,0,3,230.04,0,1,0.6097
8,0.3616,19.91,5.68,5,14,2,0,4,149.96,0,0,0.6878
5,0.305,8.58,24.19,8,6,1,0,6,193.88,0,1,0.645
12,0.2985,12.69,39.36,11,7,1,0,6,237.18,0,1,0.6027
33,0.158,7.94,40.83,3,20,0,0,5,256.82,1,1,0.6164
43,0.2591,8.46,43.25,4,1,1,0,6,309.7,1,2,0.668
7,0.5722,14.22,40.18,1,17,0,0,2,188.16,0,1,0.6505
36,0.3477,18.82,28.2,2,20,0,0,0,194.4,0,1,0.6445
14,0.4548,11.3,22.78,0,22,1,0,0,145.33,0,0,0.6923
14,0.4203,15.6,35.99,3,6,0,0,2,191.84,0,1,0.647
23,0.8445,2.69,34.59,11,19,0,0,5,353.64,1,2,0.7108
38,0.8695,5.01,26.53,1,15,0,0,5,310.06,1,2,0.6683
37,0.519,10.54,8.49,11,18,1,0,4,243.77,1,1,0.6037
27,0.3806,1.38,42.04,14,8,0,0,0,323.8,1,2,0.6817
32,0.1908,5.8,23.22,1,11,1,0,0,168.17,0,1,0.67
36,0.9104,10.83,19.53,0,13,1,0,3,231.7,0,1,0.6081
11,0.1512,1.28,30.18,9,6,1,1,1,239.92,0,1,0.6001
33,0.353,6.03,31.95,11,1,1,0,4,303.24,1,2,0.6617
12,0.3534,10.77,13.43,1,16,1,0,3,125.2,0,0,0.7119
5,0.3723,11.89,38.48,3,10,0,0,6,200.77,0,1,0.6382
7,0.2396,18.59,16.6,5,17,0,1,1,177.74,0,1,0.6607
28,0.7657,13.26,12.47,12,11,1,0,6,278.38,1,1,0.6374
27,0.2041,8.88,21.26,11,2,2,0,0,296.27,1,1,0.6549
12,0.6397,18.68,34.22,6,20,0,0,1,210.37,0,1,0.6289
41,0.2053,15.91,43.62,6,13,1,0,0,226.47,0,1,0.6132
7,0.16,4.8,37.37,6,14,2,0,5,258.17,1,1,0.6177
37,0.873,3.49,42.61,14,18,2,1,3,467.0,1,2,0.8213
32,0.2616,13.84,10.62,3,9,0,0,0,178.57,0,1,0.6599
12,0.7981,11.64,7.85,11,8,1,0,1,216.89,0,1,0.6225
38,0.5629,16.0,27.31,4,9,0,1,3,275.73,1,1,0.6348
39,0.1662,15.04,16.61,13,19,1,0,1,217.29,0,1,0.6221
36,0.9121,12.88,38.12,10,22,0,0,1,330.85,1,2,0.6886
28,0.3099,19.74,31.88,11,3,1,1,2,286.04,1,1,0.6449
18,0.8307,11.14,43.83,2,18,2,1,0,327.3,1,2,0.6851
36,0.2435,3.15,15.19,0,9,2,0,0,238.51,0,1,0.6015
47,0.8259,16.74,24.43,13,16,2,0,1,354.73,1,2,0.7119
20,0.1112,5.79,25.05,7,11,0,0,6,229.04,0,1,0.6107
8,0.535,15.77,14.57,9,0,0,0,5,211.92,0,1,0.6274
41,0.754,19.19,28.6,10,10,1,0,0,277.0,1,1,0.6361
25,0.8946,14.24,22.73,6,12,1,0,4,249.66,1,1,0.6094
18,0.8728,12.32,22.87,13,0,0,0,5,314.09,1,2,0.6722
35,0.7967,9.75,19.51,8,0,0,0,5,315.44,1,2,0.6736
22,0.855,7.92,5.68,13,20,2,1,5,379.61,1,2,0.7361
11,0.2693,7.71,25.88,9,15,2,0,0,239.73,0,1,0.6003
14,0.3416,13.09,18.41,3,6,0,0,5,179.66,0,1,0.6588
11,0.3456,15.27,5.05,11,22,0,1,5,248.68,1,1,0.6085
37,0.4205,13.89,17.32,14,9,1,0,3,259.18,1,1,0.6187
27,0.4343,4.77,16.15,11,15,2,1,0,336.0,1,2,0.6936
25,0.5629,10.39,20.74,4,0,1,1,5,271.51,1,1,0.6307
23,0.2359,16.04,10.27,4,21,2,1,6,235.32,0,1,0.6046
23,0.6876,10.04,25.31,12,8,1,0,4,264.39,1,1,0.6238
40,0.2424,11.2,32.7,6,5,2,0,5,331.27,1,2,0.689
33,0.3638,15.65,30.21,12,14,1,0,1,243.48,1,1,0.6034
22,0.5278,13.56,37.15,8,3,2,0,0,311.83,1,2,0.67
6,0.777,8.78,23.08,7,14,2,0,3,255.43,1,1,0.615
5,0.7285,18.01,25.76,6,9,0,0,4,193.55,0,1,0.6453
9,0.6487,4.09,37.42,13,15,0,0,2,286.19,1,1,0.645
24,0.2324,19.91,22.11,0,12,2,0,1,168.84,0,1,0.6694
15,0.565,3.26,33.06,11,18,0,0,1,284.58,1,1,0.6435
46,0.1743,1.28,22.38,9,19,1,0,1,270.65,1,1,0.6299
6,0.4208,17.91,21.71,12,3,2,1,4,294.46,1,1,0.6531
7,0.4515,5.65,35.41,5,19,2,0,0,241.81,1,1,0.6018
27,0.1338,14.86,11.99,9,21,0,0,0,192.67,0,1,0.6461
16,0.3329,16.41,18.54,14,15,1,0,5,236.21,0,1,0.6037
24,0.9123,17.32,13.97,14,10,1,1,5,331.86,1,2,0.6896
9,0.9106,19.84,19.36,8,14,0,1,0,253.73,1,1,0.6134
41,0.3995,6.59,14.21,12,10,2,1,6,371.87,1,2,0.7286
42,0.1366,14.49,28.18,6,22,1,1,5,273.57,1,1,0.6327
34,0.2522,3.19,36.93,0,10,2,0,6,280.69,1,1,0.6397
13,0.4334,8.73,36.46,8,2,0,0,0,263.45,1,1,0.6229
38,0.9056,17.11,19.58,2,23,0,0,1,251.42,1,1,0.6111
48,0.22,7.99,44.55,13,23,2,0,2,354.06,1,2,0.7112
39,0.749,12.23,28.75,8,16,1,0,1,291.93,1,1,0.6506
26,0.1924,10.57,20.98,3,4,0,0,6,228.9,0,1,0.6108
48,0.9341,13.27,38.42,14,12,2,0,5,425.99,1,2,0.7813
28,0.4244,19.48,34.19,8,9,2,0,2,255.98,1,1,0.6156
21,0.7589,2.06,34.97,12,4,1,0,2,342.96,1,2,0.7004
14,0.3912,11.91,12.85,14,11,1,0,0,210.36,0,1,0.6289
34,0.6335,17.4,23.73,7,7,0,0,3,247.67,1,1,0.6075
27,0.2632,10.15,39.47,6,23,2,0,4,263.71,1,1,0.6231
36,0.2241,2.49,25.16,3,11,2,0,3,260.17,1,1,0.6197
21,0.8974,11.65,32.34,8,15,0,0,2,277.09,1,1,0.6362
21,0.88,7.31,28.52,3,1,0,1,3,329.5,1,2,0.6873
18,0.8543,3.94,38.69,0,2,2,0,5,347.93,1,2,0.7052
13,0.6316,17.13,16.38,5,17,0,0,2,182.41,0,1,0.6561
44,0.787,10.91,28.02,3,16,2,0,1,310.2,1,2,0.6684
6,0.1587,18.73,9.93,9,1,2,0,5,216.3,0,1,0.6231
49,0.3846,16.31,32.61,2,21,2,0,1,275.75,1,1,0.6349
29,0.3666,14.17,34.28,11,11,1,0,5,268.56,1,1,0.6278
43,0.6403,1.1,6.71,4,16,1,0,0,249.63,1,1,0.6094
13,0.4026,9.13,32.03,2,5,0,1,6,285.02,1,1,0.6439
26,0.2262,4.75,21.59,10,16,1,0,5,255.7,1,1,0.6153
47,0.607,18.31,9.96,8,1,0,0,4,287.07,1,1,0.6459
8,0.7922,4.32,21.8,11,7,1,0,1,259.45,1,1,0.619
30,0.4248,6.44,12.77,5,13,0,0,5,248.16,1,1,0.608
33,0.2124,10.82,21.62,14,5,0,0,4,287.05,1,1,0.6459
49,0.2672,6.0,20.37,2,8,0,1,0,274.35,1,1,0.6335
38,0.3019,4.99,34.54,4,0,2,0,5,310.34,1,2,0.6686
27,0.3549,12.38,35.97,7,4,1,1,6,321.37,1,2,0.6793
41,0.6464,2.69,29.28,13,6,0,0,4,347.24,1,2,0.7046
15,0.6108,2.11,5.91,7,8,1,0,6,233.17,0,1,0.6067
10,0.6917,8.07,42.24,5,13,0,1,5,308.88,1,2,0.6672
22,0.4081,14.69,32.45,4,8,2,0,1,241.21,1,1,0.6012
25,0.8004,11.54,6.37,14,3,1,0,1,292.86,1,1,0.6515
46,0.2735,9.03,37.75,4,19,0,0,3,266.23,1,1,0.6256
40,0.4987,11.75,13.01,0,14,0,0,3,212.04,0,1,0.6273
45,0.7808,7.94,28.17,1,3,2,0,5,362.74,1,2,0.7197
42,0.2531,18.79,23.67,14,2,1,1,3,321.25,1,2,0.6792
38,0.1934,2.04,21.79,11,23,0,0,5,302.43,1,2,0.6609
21,0.8511,13.79,40.59,10,20,1,0,5,313.64,1,2,0.6718
41,0.3915,17.93,22.49,3,22,0,1,6,270.13,1,1,0.6294
29,0.6813,16.27,8.01,5,21,0,0,4,210.4,0,1,0.6289
42,0.1215,4.5,42.87,10,13,2,0,1,330.13,1,2,0.6879
16,0.6865,6.62,41.82,6,8,0,1,0,306.1,1,2,0.6644
27,0.3687,14.62,32.38,0,18,2,0,2,214.52,0,1,0.6248
46,0.1474,2.6,23.72,7,5,1,0,1,280.8,1,1,0.6398
26,0.6183,16.43,8.71,11,2,0,1,3,309.1,1,2,0.6674
25,0.3047,14.66,36.63,0,17,2,0,5,247.53,1,1,0.6073
31,0.4288,14.86,8.02,8,15,0,0,3,218.2,0,1,0.6213
35,0.1685,2.9,7.74,14,2,1,0,4,285.94,1,1,0.6448
10,0.2251,14.64,26.5,3,1,2,0,3,185.41,0,1,0.6532
31,0.3533,13.92,11.41,11,1,2,0,4,289.35,1,1,0.6481
44,0.1763,16.79,5.31,14,22,0,0,0,237.55,0,1,0.6024
38,0.8742,1.79,21.92,6,9,0,0,5,345.94,1,2,0.7033
16,0.1051,1.44,10.49,10,14,1,0,3,181.73,0,1,0.6568
49,0.5113,8.09,11.42,13,2,0,0,4,343.62,1,2,0.701
11,0.2048,3.83,8.08,5,7,1,0,3,137.68,0,0,0.6998
14,0.3615,11.61,13.2,14,17,0,0,4,228.27,0,1,0.6114
49,0.8872,18.43,33.62,12,10,1,0,6,345.61,1,2,0.703
21,0.2374,8.44,37.36,8,6,0,0,5,265.59,1,1,0.6249
30,0.921,17.05,23.1,13,18,2,0,5,364.46,1,2,0.7213
25,0.2749,1.0,25.26,1,6,1,0,1,191.7,0,1,0.6471
32,0.7303,4.2,6.31,14,1,0,0,4,340.08,1,2,0.6976
6,0.5647,1.58,7.77,14,5,2,0,2,309.38,1,2,0.6676
47,0.8518,7.23,15.3,10,4,0,0,0,353.04,1,2,0.7102
5,0.5709,18.26,26.76,6,13,0,0,1,181.27,0,1,0.6573
40,0.5544,2.84,34.58,10,17,0,0,0,334.72,1,2,0.6924
30,0.2661,12.52,29.2,4,3,2,1,1,305.24,1,2,0.6636
33,0.2413,9.58,20.69,12,3,1,0,3,272.62,1,1,0.6318
25,0.879,18.83,9.73,6,23,0,0,4,217.62,0,1,0.6218
15,0.3787,3.33,36.23,0,12,2,0,3,236.82,0,1,0.6031
44,0.4163,5.03,19.55,10,22,0,0,0,293.92,1,1,0.6526
15,0.7459,1.56,34.44,10,20,2,0,5,356.49,1,2,0.7136
40,0.388,9.24,25.52,9,0,0,1,0,315.69,1,2,0.6738
43,0.9093,6.28,34.55,8,19,2,0,1,385.55,1,2,0.7419
44,0.7272,17.53,41.29,0,4,1,1,0,317.71,1,2,0.6758
39,0.6078,12.49,41.84,13,23,2,0,4,356.65,1,2,0.7137
38,0.8488,12.67,26.4,4,2,2,0,0,332.89,1,2,0.6906
28,0.1422,11.11,25.46,13,20,2,0,3,272.73,1,1,0.6319
26,0.3185,2.75,15.63,7,18,1,0,5,243.54,1,1,0.6034
9,0.4953,9.46,42.43,0,12,2,0,4,217.0,0,1,0.6224
37,0.2929,19.99,23.32,6,6,1,0,0,191.04,0,1,0.6477
40,0.7323,16.87,10.1,1,9,0,0,2,218.23,0,1,0.6212
24,0.8813,17.98,22.31,6,2,2,0,2,299.17,1,1,0.6577
23,0.4602,16.64,10.08,6,22,1,0,5,203.07,0,1,0.636
39,0.3908,2.96,25.1,8,1,0,0,3,310.15,1,2,0.6684
47,0.9173,5.32,27.45,5,6,1,0,1,316.95,1,2,0.675
21,0.4781,1.06,18.51,3,8,1,0,1,196.96,0,1,0.642
49,0.5157,6.77,7.87,6,20,1,0,5,275.48,1,1,0.6346
47,0.3989,3.06,42.74,6,11,1,0,0,299.07,1,1,0.6576
38,0.8731,9.98,35.93,3,21,0,0,4,293.12,1,1,0.6518
13,0.5836,13.87,38.56,1,9,1,0,5,202.91,0,1,0.6362
30,0.7478,17.62,19.67,12,18,2,0,1,300.86,1,2,0.6593
6,0.79,15.24,35.43,10,12,0,0,2,251.62,1,1,0.6113
13,0.3906,18.83,24.41,8,9,1,0,1,158.59,0,1,0.6794
13,0.4686,2.02,13.04,13,4,0,0,2,275.06,1,1,0.6342
44,0.8212,1.23,9.98,7,14,0,0,1,310.93,1,2,0.6692
21,0.4088,13.57,18.8,4,20,1,1,3,208.77,0,1,0.6304
5,0.7748,6.5,10.5,13,2,0,0,5,302.83,1,2,0.6613
29,0.8998,5.82,44.93,4,7,1,0,4,297.25,1,1,0.6558
47,0.6297,7.29,6.97,0,5,1,1,5,318.66,1,2,0.6767
44,0.7304,6.13,22.65,10,18,0,1,6,396.52,1,2,0.7526
46,0.7843,10.72,23.08,8,16,1,0,0,302.52,1,2,0.661
29,0.8183,9.36,17.03,10,9,2,0,2,310.66,1,2,0.6689
43,0.4358,10.74,27.85,13,0,0,0,1,303.3,1,2,0.6617
